Date,Open,High,Low,Close,Adj Close,Volume,company
2023-11-24,377.329987,377.970001,375.140015,377.429993,377.429993,10176600,MSFT
2023-11-27,376.779999,380.640015,376.200012,378.609985,378.609985,22179200,MSFT
2023-11-28,378.350006,383.0,378.160004,382.700012,382.700012,20453100,MSFT
2023-11-29,383.76001,384.299988,377.440002,378.850006,378.850006,28963400,MSFT
2023-11-30,378.48999,380.089996,375.470001,378.910004,378.910004,30554400,MSFT
2023-12-01,376.76001,378.160004,371.309998,374.51001,374.51001,33020400,MSFT
2023-12-04,369.100006,369.519989,362.899994,369.140015,369.140015,32063300,MSFT
2023-12-05,366.450012,373.079987,365.619995,372.519989,372.519989,23065000,MSFT
2023-12-06,373.540009,374.179993,368.029999,368.799988,368.799988,21182100,MSFT
2023-12-07,368.230011,371.450012,366.320007,370.950012,370.950012,23118900,MSFT
2023-12-08,369.200012,374.459991,368.230011,374.230011,374.230011,20144800,MSFT
2023-12-11,368.480011,371.600006,366.100006,371.299988,371.299988,27708800,MSFT
2023-12-12,370.850006,374.420013,370.459991,374.380005,374.380005,24838300,MSFT
2023-12-13,376.019989,377.640015,370.769989,374.369995,374.369995,30955500,MSFT
2023-12-14,373.309998,373.76001,364.130005,365.929993,365.929993,43277500,MSFT
2023-12-15,366.850006,372.399994,366.279999,370.730011,370.730011,78478200,MSFT
2022-12-19,135.110001,135.199997,131.320007,132.369995,131.634216,79592600,AAPL
2022-12-20,131.389999,133.25,129.889999,132.300003,131.564621,77432800,AAPL
2022-12-21,132.979996,136.809998,132.75,135.449997,134.697113,85928000,AAPL
2022-12-22,134.350006,134.559998,130.300003,132.229996,131.494995,77852100,AAPL
2022-12-23,130.919998,132.419998,129.639999,131.860001,131.127075,63814900,AAPL
2022-12-27,131.380005,131.410004,128.720001,130.029999,129.30722,69007800,AAPL
2022-12-28,129.669998,131.029999,125.870003,126.040001,125.339409,85438400,AAPL
2022-12-29,127.989998,130.479996,127.730003,129.610001,128.889572,75703700,AAPL
2022-12-30,128.410004,129.949997,127.43,129.929993,129.207779,77034200,AAPL
2023-01-03,130.279999,130.899994,124.169998,125.07,124.374794,112117500,AAPL
2023-01-04,126.889999,128.660004,125.080002,126.360001,125.657639,89113600,AAPL
2023-01-05,127.129997,127.769997,124.760002,125.019997,124.325081,80962700,AAPL
2023-01-06,126.010002,130.289993,124.889999,129.619995,128.899506,87754700,AAPL
2023-01-09,130.470001,133.410004,129.889999,130.149994,129.426544,70790800,AAPL
2023-01-10,130.259995,131.259995,128.119995,130.729996,130.003342,63896200,AAPL
2023-01-11,131.25,133.509995,130.460007,133.490005,132.748016,69458900,AAPL
2023-01-12,133.880005,134.259995,131.440002,133.410004,132.668442,71379600,AAPL
2023-01-13,132.029999,134.919998,131.660004,134.759995,134.010941,57809700,AAPL
2023-01-17,134.830002,137.289993,134.130005,135.940002,135.184387,63646600,AAPL
2023-01-18,136.820007,138.610001,135.029999,135.210007,134.458435,69672800,AAPL
2023-01-19,134.080002,136.25,133.770004,135.270004,134.518112,58280400,AAPL
2023-01-20,135.279999,138.020004,134.220001,137.869995,137.103653,80223600,AAPL
2023-01-23,138.119995,143.320007,137.899994,141.110001,140.325638,81760300,AAPL
2023-01-24,140.309998,143.160004,140.300003,142.529999,141.737747,66435100,AAPL
2023-01-25,140.889999,142.429993,138.809998,141.860001,141.071472,65799300,AAPL
2023-01-26,143.169998,144.25,141.899994,143.960007,143.159805,54105100,AAPL
2023-01-27,143.160004,147.229996,143.080002,145.929993,145.118851,70555800,AAPL
2023-01-30,144.960007,145.550003,142.850006,143.0,142.205154,64015300,AAPL
2023-01-31,142.699997,144.339996,142.279999,144.289993,143.487961,65874500,AAPL
2023-02-01,143.970001,146.610001,141.320007,145.429993,144.621628,77663600,AAPL
2023-02-02,148.899994,151.179993,148.169998,150.820007,149.981674,118339000,AAPL
2023-02-03,148.029999,157.380005,147.830002,154.5,153.641205,154357300,AAPL
2023-02-06,152.570007,153.100006,150.779999,151.729996,150.886612,69858300,AAPL
2023-02-07,150.639999,155.229996,150.639999,154.649994,153.790375,83322600,AAPL
2023-02-08,153.880005,154.580002,151.169998,151.919998,151.075577,64120100,AAPL
2023-02-09,153.779999,154.330002,150.419998,150.869995,150.031387,56007100,AAPL
2023-02-10,149.460007,151.339996,149.220001,151.009995,150.399902,57450700,AAPL
2023-02-13,150.949997,154.259995,150.919998,153.850006,153.228439,62199000,AAPL
2023-02-14,152.119995,153.770004,150.860001,153.199997,152.581055,61707600,AAPL
2023-02-15,153.110001,155.5,152.880005,155.330002,154.702454,65573800,AAPL
2023-02-16,153.509995,156.330002,153.350006,153.710007,153.089005,68167900,AAPL
2023-02-17,152.350006,153.0,150.850006,152.550003,151.933685,59144100,AAPL
2023-02-21,150.199997,151.300003,148.410004,148.479996,147.880127,58867200,AAPL
2023-02-22,148.869995,149.949997,147.160004,148.910004,148.308395,51011300,AAPL
2023-02-23,150.089996,150.339996,147.240005,149.399994,148.796417,48394200,AAPL
2023-02-24,147.110001,147.190002,145.720001,146.710007,146.117279,55469600,AAPL
2023-02-27,147.710007,149.169998,147.449997,147.919998,147.322388,44998500,AAPL
2023-02-28,147.050003,149.080002,146.830002,147.410004,146.814453,50547000,AAPL
2023-03-01,146.830002,147.229996,145.009995,145.309998,144.722931,55479000,AAPL
2023-03-02,144.380005,146.710007,143.899994,145.910004,145.320511,52238100,AAPL
2023-03-03,148.039993,151.110001,147.330002,151.029999,150.419815,70732300,AAPL
2023-03-06,153.789993,156.300003,153.460007,153.830002,153.208511,87558000,AAPL
2023-03-07,153.699997,154.029999,151.130005,151.600006,150.987534,56182000,AAPL
2023-03-08,152.809998,153.470001,151.830002,152.869995,152.252396,47204800,AAPL
2023-03-09,153.559998,154.539993,150.229996,150.589996,149.981598,53833600,AAPL
2023-03-10,150.210007,150.940002,147.610001,148.5,147.90004,68572400,AAPL
2023-03-13,147.809998,153.139999,147.699997,150.470001,149.862076,84457100,AAPL
2023-03-14,151.279999,153.399994,150.100006,152.589996,151.973526,73695900,AAPL
2023-03-15,151.190002,153.25,149.919998,152.990005,152.371902,77167900,AAPL
2023-03-16,152.160004,156.460007,151.639999,155.850006,155.220352,76161100,AAPL
2023-03-17,156.080002,156.740005,154.279999,155.0,154.373779,98944600,AAPL
2023-03-20,155.070007,157.820007,154.149994,157.399994,156.764099,73641400,AAPL
2023-03-21,157.320007,159.399994,156.539993,159.279999,158.63649,73938300,AAPL
2023-03-22,159.300003,162.139999,157.809998,157.830002,157.192368,75701800,AAPL
2023-03-23,158.830002,161.550003,157.679993,158.929993,158.287903,67622100,AAPL
2023-03-24,158.860001,160.339996,157.850006,160.25,159.60257,59196500,AAPL
2023-03-27,159.940002,160.770004,157.869995,158.279999,157.640533,52390300,AAPL
2023-03-28,157.970001,158.490005,155.979996,157.649994,157.013077,45992200,AAPL
2023-03-29,159.369995,161.050003,159.350006,160.770004,160.120499,51305700,AAPL
2023-03-30,161.529999,162.470001,161.270004,162.360001,161.704056,49501700,AAPL
2023-03-31,162.440002,165.0,161.910004,164.899994,164.233795,68749800,AAPL
2023-04-03,164.270004,166.289993,164.220001,166.169998,165.498672,56976200,AAPL
2023-04-04,166.600006,166.839996,165.110001,165.630005,164.960846,46278300,AAPL
2023-04-05,164.740005,165.050003,161.800003,163.759995,163.098389,51511700,AAPL
2023-04-06,162.429993,164.960007,162.0,164.660004,163.994766,45390100,AAPL
2023-04-10,161.419998,162.029999,160.080002,162.029999,161.375381,47716900,AAPL
2023-04-11,162.350006,162.360001,160.509995,160.800003,160.15036,47644200,AAPL
2023-04-12,161.220001,162.059998,159.779999,160.100006,159.453186,50133100,AAPL
2023-04-13,161.630005,165.800003,161.419998,165.559998,164.891113,68445600,AAPL
2023-04-14,164.589996,166.320007,163.820007,165.210007,164.542542,49386500,AAPL
2023-04-17,165.089996,165.389999,164.029999,165.229996,164.562454,41516200,AAPL
2023-04-18,166.100006,167.410004,165.649994,166.470001,165.797455,49923000,AAPL
2023-04-19,165.800003,168.160004,165.539993,167.630005,166.952774,47720200,AAPL
2023-04-20,166.089996,167.869995,165.559998,166.649994,165.9767,52456400,AAPL
2023-04-21,165.050003,166.449997,164.490005,165.020004,164.353317,58337300,AAPL
2023-04-24,165.0,165.600006,163.889999,165.330002,164.662064,41949600,AAPL
2023-04-25,165.190002,166.309998,163.729996,163.770004,163.108353,48714100,AAPL
2023-04-26,163.059998,165.279999,162.800003,163.759995,163.098389,45498800,AAPL
2023-04-27,165.190002,168.559998,165.190002,168.410004,167.729614,64902300,AAPL
2023-04-28,168.490005,169.850006,167.880005,169.679993,168.994461,55209200,AAPL
2023-05-01,169.279999,170.449997,168.639999,169.589996,168.904831,52472900,AAPL
